division,spare_code,spare_description,grc_number,grc_date,issue_qty,grc_pending_qty,receive_qty,good_qty,defective_qty,returned_qty,returning_qty,actual_pending_qty,receive_date,dispute_remark,challan_number,challan_date,docket_number,sent_through,challan_by,status,damaged_qty,short_qty,alt_spare_qty,alt_spare_code,invoice
FANS,S-KBPRAV248CCR3S3B,S-PKD BLD PR AVR2 1.2M CONCH CREAM 3B 3S,916073631,2025-12-05,1,1,,0,0,0,0,1,,,,,TCFGVHBJ,RDFGHVBN,Sukanya Manna,N,,,,, 
FANS,S-101011817,S-RING DECO MOT AVR2 AMERICN BRN/BRONZE,916073631,2025-12-05,2,2,,0,0,0,0,2,,,,,TCFGVHBJ,RDFGHVBN,Sukanya Manna,N,,,,, 
FANS,S-90000610,S-DRIFTAIR 6 MOTOR,916073631,2025-12-05,2,2,,0,0,0,0,2,,,,,TCFGVHBJ,RDFGHVBN,Sukanya Manna,N,,,,, 
FANS,S-KBPRAV248IEC3S3B,S-PKD BLD PR AVR2 1.2M ICE COFFEE 3B 3S,916073631,2025-12-05,1,1,,0,0,0,0,1,,,,,TCFGVHBJ,RDFGHVBN,Sukanya Manna,N,,,,, 
FANS,S-ST265M8PSWT,S-SUSP TUBE 265MM (M8)- PEARL SLV WHT,916073719,2025-12-07,2,2,,0,0,0,0,2,,,,,TCFGVHBJ,RDFGHVBN,Sukanya Manna,N,,,,, 
FANS,S-101006164,S-BEZEL SET ROSE GOLD PAINTED WITH SCREW,916073837,2025-12-10,1,1,,0,0,0,0,1,,,,,TCFGVHBJ,RDFGHVBN,Sukanya Manna,N,,,,, 
FANS,S-BLDC-PS-NUCLEUS,S-PCBA POWER SUPPLY - NUCLEOID PACK,916073838,2025-12-10,2,2,,0,0,0,0,2,,,,,TCFGVHBJ,RDFGHVBN,Sukanya Manna,N,,,,, 
FANS,S-LED-DIFFU-ASSY.,S-LED DIFFUSER ASSEMBLY - EN NITEO PACK,916073838,2025-12-10,2,2,,0,0,0,0,2,,,,,TCFGVHBJ,RDFGHVBN,Sukanya Manna,N,,,,, 
FANS,S-90005570,S-CARTON MOTOR S/U HISPEED HS TORO CF 1S,916073853,2025-12-10,2,2,,0,0,0,0,2,,,,,TCFGVHBJ,RDFGHVBN,Sukanya Manna,N,,,,, 
FANS,S-90005659,S-CARTON MOTOR S/U HSHS DIEGO CF 1S,916073854,2025-12-10,1,1,,0,0,0,0,1,,,,,TCFGVHBJ,RDFGHVBN,Sukanya Manna,N,,,,, 
FANS,S-90005570,S-CARTON MOTOR S/U HISPEED HS TORO CF 1S,916073860,2025-12-10,15,15,,0,0,0,0,15,,,,,TCFGVHBJ,RDFGHVBN,Sukanya Manna,N,,,,, 
FANS,S-VW12PL3E2P,S-WOUND STATOR 3E2P VARNISHED-12P,916074164,2025-12-18,2,2,,0,0,0,0,2,,,,,TCFGVHBJ,RDFGHVBN,Sukanya Manna,N,,,,, 
FANS,WMHFWAVPL16KDW,WM HIFLO WAVE PLUS 400 MM KD WHITE,916074283,2025-12-22,2,2,,0,0,0,0,2,,,,,TCFGVHBJ,RDFGHVBN,Sukanya Manna,N,,,,, 
FANS,CFSBSSP48IVY1S,1200IM51 SB SEA SPHIRA 48 IVY 1S,916074283,2025-12-22,2,2,,0,0,0,0,2,,,,,TCFGVHBJ,RDFGHVBN,Sukanya Manna,N,,,,, 
FANS,CFSBSDT36BRN1S,900IM42 SB STARDRIFT 36 BRN 1S,916074283,2025-12-22,2,2,,0,0,0,0,2,,,,,TCFGVHBJ,RDFGHVBN,Sukanya Manna,N,,,,, 
FANS,TFHIFLONEO16KDWT,"TF HIGH FLO NEO 16""-KD WHITE",916074284,2025-12-22,2,2,,0,0,0,0,2,,,,,TCFGVHBJ,RDFGHVBN,Sukanya Manna,N,,,,, 
FANS,CFPRAURPM48DBNAD1S,1200IM55 PR AURA PM 48 DKY BRN AD1S,916074284,2025-12-22,2,2,,0,0,0,0,2,,,,,TCFGVHBJ,RDFGHVBN,Sukanya Manna,N,,,,, 
FANS,CFHSRIV48OPW1S,1200IM54 HS RIVIERA 48 OPL WHT 1S,916074284,2025-12-22,1,1,,0,0,0,0,1,,,,,TCFGVHBJ,RDFGHVBN,Sukanya Manna,N,,,,, 
FANS,CFHSHS48BRN1S,1200IM55 HS HI SPEED 48 BRN 1S,916074284,2025-12-22,3,3,,0,0,0,0,3,,,,,TCFGVHBJ,RDFGHVBN,Sukanya Manna,N,,,,, 
FANS,CFENNT30W48MGR5SRM,1200BM30 EN NITEO 48 MET GRY RM,916074284,2025-12-22,2,2,,0,0,0,0,2,,,,,TCFGVHBJ,RDFGHVBN,Sukanya Manna,N,,,,, 
FANS,CFSBSBL48OPW1S,1200IM52 SB SEA BLISS 48 OPL WHT 1S,916074284,2025-12-22,2,2,,0,0,0,0,2,,,,,TCFGVHBJ,RDFGHVBN,Sukanya Manna,N,,,,, 
LIGHT,SRPSQ-10KV-440V-IP,10KV SURGE PROTECTIVE DEVICE IP,916073914,2025-12-12,5,5,,0,0,,,5,,,,,,,,N,,,,,N
FANS,S-90000240,S-AC GEAR BOX ASSLY,916069986,2025-09-22,2,1,,0,0,0,0,1,,,,,TCFGVHBJ,RDFGHVBN,Sukanya Manna,N,,,,, 
FANS,S-90002901,S-ACVORTEX 600 BLADE PWDR CTD (PED/WM),916066883,2025-07-22,4,4,,0,0,1,1,3,,,,,TCFGVHBJ,RDFGHVBN,Sukanya Manna,N,,,,, 
FANS,S-LED-KIT-BSM,S-LED KIT SP BLOSSOM,916068305,2025-08-18,2,1,,0,0,1,0,0,,,,,TCFGVHBJ,RDFGHVBN,Sukanya Manna,N,,,,,Y
FANS,S-BLDC-DRV-NUCLEUS,S-PCBA DRIVER - NUCLEOID-PACK,916068362,2025-08-19,2,1,,0,0,1,0,0,,,,,TCFGVHBJ,RDFGHVBN,Sukanya Manna,N,,,,,Y
FANS,S-BLDC-DRV-NITEO,S-PCBA DRIVER - NITEO-PACK,916068362,2025-08-19,2,2,,0,0,2,0,0,,,,,TCFGVHBJ,RDFGHVBN,Sukanya Manna,N,,,,, 
FANS,S-BLDC-PS-NUCLEUS,S-PCBA POWER SUPPLY - NUCLEOID PACK,916068362,2025-08-19,2,2,,0,0,0,0,2,,,,,TCFGVHBJ,RDFGHVBN,Sukanya Manna,N,,,,, 
FANS,S-90003451,S-HDEX 450-4-1 NEO MOTOR,916068365,2025-08-19,2,2,,0,0,0,0,2,,,,,TCFGVHBJ,RDFGHVBN,Sukanya Manna,N,,,,, 
FANS,S-90002903,S-ACVORTEX MOTOR 450 (PED/WM),916068366,2025-08-19,2,1,,0,0,0,0,1,,,,,TCFGVHBJ,RDFGHVBN,Sukanya Manna,N,,,,, 
FANS,S-90002904,S-ACVORTEX MOTOR 600 (PED/WM),916068366,2025-08-19,2,2,,0,0,0,0,2,,,,,TCFGVHBJ,RDFGHVBN,Sukanya Manna,N,,,,, 
FANS,S-101009945,S-PCB CONTROLLER SP ENSO 0.9M WITH COVER,916068367,2025-08-19,2,2,,0,0,0,0,2,,,,,TCFGVHBJ,RDFGHVBN,Sukanya Manna,N,,,,, 
FANS,S-90000604,S-DRIFTAIR 12 MOTOR,916068367,2025-08-19,2,2,,0,0,0,0,2,,,,,TCFGVHBJ,RDFGHVBN,Sukanya Manna,N,,,,, 
FANS,PFHSGALCL16KDW,PF HISPEED GALE CLASSIC 400 MM KD WHT,916074284,2025-12-22,2,2,,0,0,0,0,2,,,,,TCFGVHBJ,RDFGHVBN,Sukanya Manna,N,,,,, 
WHC,AIWH-3LRPIDJT3KW5Y,"IWH RAPID JET (3KW),3 LTR,5Y WARANT",916067155,2025-07-25,1,1,,0,0,0,0,1,,,G00002,2026-01-04,23156,NAT AIRWAYS,D Manna,N,,,,,
WHC,S-38XXGSKETTANKCOM,SWH 38XX GASKET TANK,916066080,2025-07-07,10,10,,0,0,8,8,2,,,G00002,2026-01-04,23156,NAT AIRWAYS,D Manna,N,,,,,
WHC,S-43XX11INSTEMTC,43XXSERIES 11 INCH THERMAL CUTOUT,916067042,2025-07-23,10,10,10,0,0,0,0,10,2026-01-01,,G00002,2026-01-04,23156,NAT AIRWAYS,D Manna,N,,0,0,,
WHC,S-AGCOMSTD23,"S- THERMOSTAT 7"" GEYSER",916066888,2025-07-22,10,8,,0,0,0,0,8,,,G00002,2026-01-04,23156,NAT AIRWAYS,D Manna,N,,,,,
WHC,S-AGCOMSTD23,"S- THERMOSTAT 7"" GEYSER",916067043,2025-07-23,10,10,,0,0,0,0,10,,,G00002,2026-01-04,23156,NAT AIRWAYS,D Manna,N,,,,,
SDA,S-ADS51DJRL01,S- DS51-SS DRY JAR,916068304,2025-08-18,2,1,,0,0,1,1,0,,,G00001,2026-01-02,251362,NAT AIRWAYS,D Manna,N,,,,,N
FANS,S-REMOTE-PRG-IG,S-PROGRAME CONTROLLAR FOR IG,916067197,2025-07-25,5,5,,0,0,5,0,0,,,,,TCFGVHBJ,RDFGHVBN,Sukanya Manna,N,,,,,Y
SDA,S-ADS51LJRL01,S- DS51-SS LIQUID JAR,916068304,2025-08-18,2,2,,0,0,1,1,1,,,G00001,2026-01-02,251362,NAT AIRWAYS,D Manna,N,,,,,N
PUMP,MB111P164AAE001,"IMPELLER FOR MBN7.52,MIN7.52B",916066663,2025-07-18,2,2,,0,0,2,2,0,,,,,22653,NAT AIRWAYS,D Manna,N,,,,, 
PUMP,MINI1MU02ACR018,END COVER MM-MP-MM+ II & MR-FMCI I,916066919,2025-07-22,2,2,,0,0,0,0,2,,,,,22653,NAT AIRWAYS,D Manna,N,,,,,Y
PUMP,MINI1MU01ACJ045,FAN FOR MINI SERIES 71F PERFECT OF ID-12,916066919,2025-07-22,4,4,,0,0,0,0,4,,,,,22653,NAT AIRWAYS,D Manna,N,,,,, 
PUMP,MINI1MU04ACG045,FAN COVER MINI FORCE II,916066919,2025-07-22,2,2,,0,0,0,0,2,,,,,22653,NAT AIRWAYS,D Manna,N,,,,, 
SDA,S-BOLTMXCHTNYJRASL,BOLTMIX MG CHUNTNY JAR ASSEMBLY,916068304,2025-08-18,2,2,,0,0,1,1,1,,,G00001,2026-01-02,251362,NAT AIRWAYS,D Manna,N,,,,,N
SDA,S-BOLTMXDRYJRASLY,BOLTMIX MG DRY JAR ASSEMBLY,916068304,2025-08-18,2,2,,0,0,2,2,0,,,G00001,2026-01-02,251362,NAT AIRWAYS,D Manna,N,,,,,N
SDA,S-BOLTMXLQUDJRASLY,BOLTMIX MG LIQUID JAR ASSEMBLY,916068304,2025-08-18,2,2,,0,0,2,2,0,,,G00001,2026-01-02,251362,NAT AIRWAYS,D Manna,N,,,,,N
WHC,S-AGCOMSTD26,"S- THERMAL CUTOUT 7"" GEYSER",916066888,2025-07-22,10,9,,0,0,2,2,7,,,G00002,2026-01-04,23156,NAT AIRWAYS,D Manna,N,,,,,
WHC,S-AGINSTLHPIPE1.5,S-INSTALLATION HOSE PIPE 1.5 FT (2NOS),916066888,2025-07-22,5,5,,0,0,3,3,2,,,G00002,2026-01-04,23156,NAT AIRWAYS,D Manna,N,,,,,
PUMP,MINI1M127AET017,TERMINAL COVER MINI SAPPHIRE I /AMBER I,916066919,2025-07-22,4,1,,0,0,0,0,1,,,,,22653,NAT AIRWAYS,D Manna,N,,,,, 
PUMP,SWJ11P104AAE001,IMPELLER FOR SWJ 05MINI/IPSSWJ052,916066921,2025-07-22,2,2,,0,0,1,1,1,,,,,22653,NAT AIRWAYS,D Manna,N,,,,, 
PUMP,MINI1MU01ACG045,FAN COVER FOR MINI SERIES 71F PERFECT,916066919,2025-07-22,4,2,,0,0,0,0,2,,,,,22653,NAT AIRWAYS,D Manna,N,,,,, 
PUMP,MINI1PU03ACL035,CAPACITOR 22.5 MFD LEAD WIRE TYPE (B),916066920,2025-07-22,2,1,,0,0,0,0,1,,,,,22653,NAT AIRWAYS,D Manna,N,,,,,Y
PUMP,SWJ11P113AAE001,IMPELLER FOR SWJ100A-36,916066921,2025-07-22,2,2,,0,0,0,0,2,,,,,22653,NAT AIRWAYS,D Manna,N,,,,, 
PUMP,MINI1PU09AAA001,VOLUTE FOR MINI MASTER I & MASTER I(3PH),916066920,2025-07-22,4,3,,0,0,0,0,3,,,,,22653,NAT AIRWAYS,D Manna,N,,,,, 
PUMP,MINI1MU01ADU017,TERMINAL BOX FOR MM-MM+- MM(3PH) II,916066919,2025-07-22,2,2,,0,0,0,0,2,,,,,22653,NAT AIRWAYS,D Manna,N,,,,, 
PUMP,MINI1PU10AAQ001,ADAPTOR MINI MASTER I & MASTER I(3PH),916066920,2025-07-22,4,4,,0,0,0,0,4,,,,,22653,NAT AIRWAYS,D Manna,N,,,,, 
PUMP,MINI1MU03ACJ045,COOLING FAN 03 MINI SERIES 80F,916066919,2025-07-22,2,1,,0,0,0,0,1,,,,,22653,NAT AIRWAYS,D Manna,N,,,,, 
PUMP,STPM1P151AAB001,IMPELLER FOR STPM12(1PH) & (3PH) (B),916066921,2025-07-22,2,2,,0,0,0,0,2,,,,,22653,NAT AIRWAYS,D Manna,N,,,,, 
SDA,S-ADS51CJRL01,S- DS51-SS CHUTNEY JAR,916068849,2025-08-28,2,2,,0,0,0,0,2,,,G00001,2026-01-02,251362,NAT AIRWAYS,D Manna,N,,,,,N
SDA,S-ADS51DJRL01,S- DS51-SS DRY JAR,916068849,2025-08-28,2,2,,0,0,0,0,2,,,G00001,2026-01-02,251362,NAT AIRWAYS,D Manna,N,,,,,N
SDA,S-AMEO4JRLIQUIDJAR,AMEO 4 JAR MIXER LIQUID JAR ASSEMBLY,916068661,2025-08-25,2,2,,0,0,0,0,2,,,G00001,2026-01-02,251362,NAT AIRWAYS,D Manna,N,,,,,N
SDA,S-AMEOMAINBODY,AMEO MG MAIN BODY,916069128,2025-09-04,2,2,,0,0,0,0,2,,,G00001,2026-01-02,251362,NAT AIRWAYS,D Manna,N,,,,,N
FANS,S-VW14PL5CRA3B,"S-WOUND STATOR 5CRA3B VAR14PBEE,CRCA-SNT",916068362,2025-08-19,4,4,,1,0,0,0,4,,,,,TCFGVHBJ,RDFGHVBN,Sukanya Manna,N,,,,, 
FANS,S-VW12PL3NBAL,S-WOUND STATOR 3NBAL VAR12PBEE CRCA-AL1S,916068363,2025-08-19,4,4,,0,0,0,0,4,,,,,TCFGVHBJ,RDFGHVBN,Sukanya Manna,N,,,,, 
FANS,S-90000821,S-HDEF600 BLADE ASSLY.,916068366,2025-08-19,6,6,,0,0,0,0,6,,,,,TCFGVHBJ,RDFGHVBN,Sukanya Manna,N,,,,, 
SDA,S-AMEONEOMAINBODY,AMEO NEO 750W MG MAIN BODY,916069128,2025-09-04,2,2,,0,0,0,0,2,,,G00001,2026-01-02,251362,NAT AIRWAYS,D Manna,N,,,,,N
SDA,S-ARDPWRCORD,S-RD-POWER CORD,916069283,2025-09-05,5,2,,0,0,0,0,2,,,G00001,2026-01-02,251362,NAT AIRWAYS,D Manna,N,,,,,N
SDA,S-ARDSPHELEM,S-RD-SOLE PLATE (+ HEATING ELEMENT),916069188,2025-09-04,2,2,,0,0,0,0,2,,,G00001,2026-01-02,251362,NAT AIRWAYS,D Manna,N,,,,,N
SDA,S-BOLTMXDRYJRASLY,BOLTMIX MG DRY JAR ASSEMBLY,916068849,2025-08-28,1,1,,0,0,0,0,1,,,G00001,2026-01-02,251362,NAT AIRWAYS,D Manna,N,,,,,N
SDA,S-BOLTMXDRYJRASLY,BOLTMIX MG DRY JAR ASSEMBLY,916068891,2025-08-28,2,2,,0,0,0,0,2,,,G00001,2026-01-02,251362,NAT AIRWAYS,D Manna,N,,,,,N
SDA,S-BRIOSOLPLTWHE,BRIO SOLE PLATE WITH H.E.,916069424,2025-09-08,1,1,,0,0,0,0,1,,,G00001,2026-01-02,251362,NAT AIRWAYS,D Manna,N,,,,,N
SDA,S-CHOPMAXCHOPBLD,CHOPMAX CHOP BLADE,916068512,2025-08-21,2,2,,0,0,0,0,2,,,G00001,2026-01-02,251362,NAT AIRWAYS,D Manna,N,,,,,N
SDA,S-CHOPMAXMOTOR,CHOPMAX MOTOR,916068512,2025-08-21,2,2,,0,0,0,0,2,,,G00001,2026-01-02,251362,NAT AIRWAYS,D Manna,N,,,,,N
SDA,S-CHOPMAXWHPBLD,CHOPMAX WHIPPING BLADE,916068512,2025-08-21,2,2,,0,0,0,0,2,,,G00001,2026-01-02,251362,NAT AIRWAYS,D Manna,N,,,,,N
SDA,S-CLBR750WHYBMTR,CALIBER 750W MG HYBRID MOTOR,916068980,2025-08-31,2,2,,0,0,0,0,2,,,G00001,2026-01-02,251362,NAT AIRWAYS,D Manna,N,,,,,N
SDA,S-DROELT1KCHTJASLY,DURO ELITE 1000W CHT JAR ASLY WITH LID,916069188,2025-09-04,2,1,,0,0,0,0,1,,,G00001,2026-01-02,251362,NAT AIRWAYS,D Manna,N,,,,,N
SDA,S-DROELT1KDRYJASLY,DURO ELITE 1000W DRY JAR ASLY WITH LID,916069188,2025-09-04,2,2,,0,0,0,0,2,,,G00001,2026-01-02,251362,NAT AIRWAYS,D Manna,N,,,,,N
SDA,S-DROELT1KWTJASLY,DURO ELITE 1000W WET JAR ASLY WITH LID,916069188,2025-09-04,2,1,,0,0,0,0,1,,,G00001,2026-01-02,251362,NAT AIRWAYS,D Manna,N,,,,,N
SDA,S-FM5002JSSMESH,SS MESH FRESH MIX5002J,916068776,2025-08-26,2,1,,0,0,0,0,1,,,G00001,2026-01-02,251362,NAT AIRWAYS,D Manna,N,,,,,N
SDA,S-INSTSERV15KDSPCB,NEW INSTASERV 1500 W DISPLAY PCB,916069067,2025-09-02,5,5,,0,0,0,0,5,,,G00001,2026-01-02,251362,NAT AIRWAYS,D Manna,N,,,,,N
SDA,S-INSTSERV20KDSPCB,NEW INSTASERV 2000 W DISPLAY PCB,916069067,2025-09-02,5,5,,0,0,0,0,5,,,G00001,2026-01-02,251362,NAT AIRWAYS,D Manna,N,,,,,N
SDA,S-INSTSERV20KDSPCB,NEW INSTASERV 2000 W DISPLAY PCB,916069128,2025-09-04,2,2,,0,0,0,0,2,,,G00001,2026-01-02,251362,NAT AIRWAYS,D Manna,N,,,,,N
SDA,S-INSTSRV2000DSPCB,NEW 2000W INSTASERV DISPLAY PCB,916068891,2025-08-28,4,2,,0,0,0,0,2,,,G00001,2026-01-02,251362,NAT AIRWAYS,D Manna,N,,,,,N
SDA,S-NIGELA3JDRYJASLY,NIGELA 500W 3 JAR DRY JAR ASLY WITH LID,916068776,2025-08-26,2,2,,0,0,0,0,2,,,G00001,2026-01-02,251362,NAT AIRWAYS,D Manna,N,,,,,N
SDA,S-NIGELA3JMOTOR,NIGELA 500W 3 JAR MAIN MOTOR,916069283,2025-09-05,5,1,,0,0,0,0,1,,,G00001,2026-01-02,251362,NAT AIRWAYS,D Manna,N,,,,,N
SDA,S-QSTADLX3JCHTJASY,QUESTADLX 500W 3 JAR CHT JARASLYWITH LID,916069424,2025-09-08,2,2,,0,0,0,0,2,,,G00001,2026-01-02,251362,NAT AIRWAYS,D Manna,N,,,,,N
WHC,S-AGCOMSTD26,"S- THERMAL CUTOUT 7"" GEYSER",916069989,2025-09-22,5,4,,0,0,0,0,4,,,G00002,2026-01-04,23156,NAT AIRWAYS,D Manna,N,,,,,
WHC,S-AMICAHEATINGELE,AMICA HEATING ELELMENT 2KW,916069989,2025-09-22,2,2,,0,0,0,0,2,,,G00002,2026-01-04,23156,NAT AIRWAYS,D Manna,N,,,,,
WHC,S-AURACLAPMP16W,ACO AURACLASSIC 16 WATT SEALED PUMP,916069989,2025-09-22,2,2,,0,0,0,0,2,,,G00002,2026-01-04,23156,NAT AIRWAYS,D Manna,N,,,,,
WHC,S-AURADC70PUMP,PUMP SUBMERSIBLE 20W BIG - 100L,916069950,2025-09-22,2,2,,0,0,0,0,2,,,G00002,2026-01-04,23156,NAT AIRWAYS,D Manna,N,,,,,
WHC,S-GRACE5LASMBLYPLT,GRACE 5L ASSEMBLY PLATE,916069989,2025-09-22,2,2,,0,0,0,0,2,,,G00002,2026-01-04,23156,NAT AIRWAYS,D Manna,N,,,,,
WHC,S-OPTIMSMOTOR,OPTIMUS COMMON MAIN MOTOR,916069989,2025-09-22,2,2,,0,0,0,0,2,,,G00002,2026-01-04,23156,NAT AIRWAYS,D Manna,N,,,,,
WHC,S-PAIDJET3LASLYPLT,IWH RAPID JET 3L ASSEMBLY PLATE,916069989,2025-09-22,2,2,,0,0,0,0,2,,,G00002,2026-01-04,23156,NAT AIRWAYS,D Manna,N,,,,,
WHC,S-RPIDJET3KWTHRM,IWH RAPID JET 3KW THERMOSTATE 7INCH COM,916069989,2025-09-22,5,2,,0,0,0,0,2,,,G00002,2026-01-04,23156,NAT AIRWAYS,D Manna,N,,,,,
SDA,S-AMEODRYJAR,AMEO MIXER DRY JAR ASSEMBLY,916069548,2025-09-09,4,4,,0,0,0,0,4,,,G00001,2026-01-02,251362,NAT AIRWAYS,D Manna,N,,,,,N
SDA,S-AMEOLIQUIDJAR,AMEO MIXER LIQUID JAR ASSEMBLY,916069548,2025-09-09,4,4,,0,0,0,0,4,,,G00001,2026-01-02,251362,NAT AIRWAYS,D Manna,N,,,,,N
SDA,S-AMEONEODRYJRASLY,AMEO NEO 750W MG DRY JAR ASSEMBLY,916069548,2025-09-09,2,2,,0,0,0,0,2,,,G00001,2026-01-02,251362,NAT AIRWAYS,D Manna,N,,,,,N
SDA,S-AMEONEOLQUDJASLY,AMEO NEO 750W MG LIQUID JAR ASSEMBLY,916069548,2025-09-09,2,2,,0,0,0,0,2,,,G00001,2026-01-02,251362,NAT AIRWAYS,D Manna,N,,,,,N
SDA,S-AMEOPROCHTJRASLY,AMEO PRO 750W CHT JAR ASLY WITH LID,916069549,2025-09-09,2,2,,0,0,0,0,2,,,G00001,2026-01-02,251362,NAT AIRWAYS,D Manna,N,,,,,N
SDA,S-AMEOPRODRYJRASLY,AMEO PRO 750W DRY JAR ASLY WITH LID,916069549,2025-09-09,2,2,,0,0,0,0,2,,,G00001,2026-01-02,251362,NAT AIRWAYS,D Manna,N,,,,,N
SDA,S-BOLTMXCHTNYJRASL,BOLTMIX MG CHUNTNY JAR ASSEMBLY,916069548,2025-09-09,2,2,,0,0,0,0,2,,,G00001,2026-01-02,251362,NAT AIRWAYS,D Manna,N,,,,,N
SDA,S-BOLTMXDRYJRASLY,BOLTMIX MG DRY JAR ASSEMBLY,916069548,2025-09-09,2,2,,0,0,0,0,2,,,G00001,2026-01-02,251362,NAT AIRWAYS,D Manna,N,,,,,N
SDA,S-NIGELA3JCHTJASLY,NIGELA 500W 3 JAR CHT JAR ASLY WITH LID,916069548,2025-09-09,5,5,,0,0,0,0,5,,,G00001,2026-01-02,251362,NAT AIRWAYS,D Manna,N,,,,,N
SDA,S-NIGELA3JDRYJASLY,NIGELA 500W 3 JAR DRY JAR ASLY WITH LID,916069548,2025-09-09,4,4,,0,0,0,0,4,,,G00001,2026-01-02,251362,NAT AIRWAYS,D Manna,N,,,,,N
SDA,S-NIGELA3JMOTOR,NIGELA 500W 3 JAR MAIN MOTOR,916069549,2025-09-09,6,6,,0,0,0,0,6,,,G00001,2026-01-02,251362,NAT AIRWAYS,D Manna,N,,,,,N
FANS,S-90000800,S-HDEF380 BLADE ASSLY.,916069487,2025-09-09,2,2,,0,0,0,0,2,,,,,TCFGVHBJ,RDFGHVBN,Sukanya Manna,N,,,,, 
WHC,S-AMICACAPTHRMO,AMICA CAPILARY THERMOSTATE,916069989,2025-09-22,2,2,,0,0,0,0,2,,,G00002,2026-01-04,23156,NAT AIRWAYS,D Manna,N,,,,,
WHC,S-ARNONEOMFVALVE,ARNO NEO MULTIFUCTION VALVE,916070475,2025-10-06,10,10,,0,0,0,0,10,,,G00002,2026-01-04,23156,NAT AIRWAYS,D Manna,N,,,,,
WHC,S-INSTBLSASEMBPLT,IWH INSTABLISS 3L ASSEMBLY PLATE,916069989,2025-09-22,2,2,,0,0,0,0,2,,,G00002,2026-01-04,23156,NAT AIRWAYS,D Manna,N,,,,,
WHC,S-OPTIMSFANBLDE,OPTIMUS COMMON FAN BLADE,916069989,2025-09-22,1,1,,0,0,0,0,1,,,G00002,2026-01-04,23156,NAT AIRWAYS,D Manna,N,,,,,
WHC,S-OPTIMSMOTOR,OPTIMUS COMMON MAIN MOTOR,916070458,2025-10-06,2,2,,0,0,0,0,2,,,G00002,2026-01-04,23156,NAT AIRWAYS,D Manna,N,,,,,
WHC,S-OPTIMUSPUMP,OPTIMUS COMMON PUMP,916069989,2025-09-22,2,2,,0,0,0,0,2,,,G00002,2026-01-04,23156,NAT AIRWAYS,D Manna,N,,,,,
SDA,S-CHOPMAXMOTOR,CHOPMAX MOTOR,916070168,2025-09-24,1,1,,0,0,0,0,1,,,G00001,2026-01-02,251362,NAT AIRWAYS,D Manna,N,,,,,N
SDA,S-CHOPMAXSWTCHPLT,CHOPMAX SWITCH PLATE,916070166,2025-09-24,1,1,,0,0,0,0,1,,,G00001,2026-01-02,251362,NAT AIRWAYS,D Manna,N,,,,,N
SDA,S-INSTSERV2100DPCB,NEW 2100W INSTASERVE DISPLAY PCB,916070284,2025-09-26,2,2,,0,0,0,0,2,,,G00001,2026-01-02,251362,NAT AIRWAYS,D Manna,N,,,,,N
SDA,S-INSTSERV2100MPCB,NEW 2100W INSTASERVE MAIN PCB,916070284,2025-09-26,2,2,,0,0,0,0,2,,,G00001,2026-01-02,251362,NAT AIRWAYS,D Manna,N,,,,,N
SDA,S-INSTSERV2100WTOP,NEW 2100W INSTASERVE TOP COVER ASSLY,916070166,2025-09-24,2,2,,0,0,0,0,2,,,G00001,2026-01-02,251362,NAT AIRWAYS,D Manna,N,,,,,N
SDA,S-QSTADLX3JMOTOR,QUESTADLX 500W 3 JAR MAIN MOTOR,916070511,2025-10-06,1,1,,0,0,0,0,1,,,G00001,2026-01-02,251362,NAT AIRWAYS,D Manna,N,,,,,N
SDA,S-QUESTA3JOLP,QUESTA 500W 3 JAR OLP 2.2 AMP,916070511,2025-10-06,1,1,,0,0,0,0,1,,,G00001,2026-01-02,251362,NAT AIRWAYS,D Manna,N,,,,,N
WHC,S-AGCOMSTD26,"S- THERMAL CUTOUT 7"" GEYSER",916071702,2025-10-27,2,2,,0,0,0,0,2,,,G00002,2026-01-04,23156,NAT AIRWAYS,D Manna,N,,,,,
SDA,S-AMEOBODYSET,AMEO 750 W BODY SET,916071058,2025-10-16,2,2,,0,0,0,0,2,,,G00001,2026-01-02,251362,NAT AIRWAYS,D Manna,N,,,,,N
SDA,S-AMEOBODYSET,AMEO 750 W BODY SET,916071479,2025-10-23,1,1,,0,0,0,0,1,,,G00001,2026-01-02,251362,NAT AIRWAYS,D Manna,N,,,,,N
SDA,S-AMEODRYJAR,AMEO MIXER DRY JAR ASSEMBLY,916070721,2025-10-09,1,1,,0,0,0,0,1,,,G00001,2026-01-02,251362,NAT AIRWAYS,D Manna,N,,,,,N
SDA,S-BOLTMXBASEPLT,BOLTMIX MG BASE PLATE,916071687,2025-10-26,2,2,,0,0,0,0,2,,,G00001,2026-01-02,251362,NAT AIRWAYS,D Manna,N,,,,,N
SDA,S-BOLTMXTOPCVR,BOLTMIX MG TOP COVER,916071687,2025-10-26,1,1,,0,0,0,0,1,,,G00001,2026-01-02,251362,NAT AIRWAYS,D Manna,N,,,,,N
SDA,S-DROELITCHTJASLY,DURO ELITE 800W CHT JAR ASLY WITH LID,916071103,2025-10-17,2,2,,0,0,0,0,2,,,G00001,2026-01-02,251362,NAT AIRWAYS,D Manna,N,,,,,N
SDA,S-INSTSERV20KDSPCB,NEW INSTASERV 2000 W DISPLAY PCB,916071665,2025-10-25,2,2,,0,0,0,0,2,,,G00001,2026-01-02,251362,NAT AIRWAYS,D Manna,N,,,,,N
