division,spare_code,spare_description,grc_number,grc_date,issue_qty,grc_pending_qty,receive_qty,good_qty,defective_qty,returned_qty,returning_qty,actual_pending_qty,receive_date,dispute_remark,challan_number,challan_date,docket_number,sent_through,challan_by,status,damaged_qty,short_qty,alt_spare_qty,alt_spare_code,invoice
LIGHT,DRVP-75W/700,DRIVER FOR LED 75W/700 MA ELECTRONIC,916074267,2025-12-21,6,6,,0,0,,,6,,,,,,,,N,,,,,N
LIGHT,EDC075S105SV3007,75W DRIVER INVETRONIC FOR UC LINEAR,916073914,2025-12-12,5,5,,0,0,,,5,,,,,,,,N,,,,,N
LIGHT,EI07274-R1,LED MCPCB MODULE CLF500120-A2,916074267,2025-12-21,10,10,,0,0,,,10,,,,,,,,N,,,,,N
SDA,S-ADS51CJRA01,S-DS51-SS CHUTNEY JAR ASSEMBLY WITH LID,916073877,2025-12-11,2,2,,0,0,0,0,2,,,G00001,2026-01-02,251362,NAT AIRWAYS,D Manna,N,,,,,N
SDA,S-ADS51DJRA01,S-DS51-SS DRY JAR ASSEMBLY WITH LID,916073877,2025-12-11,2,2,,0,0,0,0,2,,,G00001,2026-01-02,251362,NAT AIRWAYS,D Manna,N,,,,,N
SDA,S-ADS51LJRA01,S-DS51-SS LIQUID JAR ASSEMBLY WITH LID,916073877,2025-12-11,2,2,,0,0,0,0,2,,,G00001,2026-01-02,251362,NAT AIRWAYS,D Manna,N,,,,,N
SDA,S-AMEOBL4GNDJAR,300ML JAR- AMEO BL 400,916074084,2025-12-16,1,1,,0,0,0,0,1,,,G00001,2026-01-02,251362,NAT AIRWAYS,D Manna,N,,,,,N
SDA,S-AMEOBL4GNDJRASLY,GRINDER JAR ASSEMBLY,916074084,2025-12-16,1,1,,0,0,0,0,1,,,G00001,2026-01-02,251362,NAT AIRWAYS,D Manna,N,,,,,N
SDA,S-AMEOBL4WETJAR,550ML JAR AMEO BL 400,916074084,2025-12-16,1,1,,0,0,0,0,1,,,G00001,2026-01-02,251362,NAT AIRWAYS,D Manna,N,,,,,N
SDA,S-AMEOBL4WETJRASLY,WET JAR ASSEMBLY,916074084,2025-12-16,1,1,,0,0,0,0,1,,,G00001,2026-01-02,251362,NAT AIRWAYS,D Manna,N,,,,,N
LIGHT,EI08285-RI,LED MCPCB FR CSF-504-100-57-NL-SL-GL-NSG,916074022,2025-12-15,5,5,,0,0,,,5,,,,,,,,N,,,,,N
LIGHT,EI08285-RI,LED MCPCB FR CSF-504-100-57-NL-SL-GL-NSG,916074267,2025-12-21,6,6,,0,0,,,6,,,,,,,,N,,,,,N
LIGHT,LDMR-ZAP-YLW,MOSQUITO RACQUET ZAPPY  YELLOW,916074085,2025-12-17,1,1,,0,0,,,1,,,,,,,,N,,,,,N
LIGHT,MOSO-X6V-240,240W MOSO DRIVER,916074267,2025-12-21,4,4,,0,0,,,4,,,,,,,,N,,,,,N
LIGHT,S0DQL1-54-700-40W,DRIVER FOR LSTP-36-CDL & LSTP-40-CDL,916074269,2025-12-21,10,10,,0,0,,,10,,,,,,,,N,,,,,N
LIGHT,S0DRVCR-18W,DRIVER FOR LSCSM-18W & LSCRM-18W,916074269,2025-12-21,10,10,,0,0,,,10,,,,,,,,N,,,,,N
LIGHT,S0DRVQ-36-250-12W,DRIVER FOR MAYA LBLA1/2/3 WITH V8 LED,916074269,2025-12-21,5,5,,0,0,,,5,,,,,,,,N,,,,,N
FANS,CFENNC30W48IBK5SRM,1200BM30 EN NUCLEIOD 48 IVY BLK RM,916074283,2025-12-22,3,3,,0,0,0,0,3,,,,,TCFGVHBJ,RDFGHVBN,Sukanya Manna,N,,,,, 
FANS,CFHSTOR48MBRAD1S-B,1200IM53 HS TORO MGK BRN 48 AD1S-B,916074283,2025-12-22,2,2,,0,0,0,0,2,,,,,TCFGVHBJ,RDFGHVBN,Sukanya Manna,N,,,,, 
FANS,CFENCK35W48BRN5SSM,1200BM35 ENCOOKIE 48 BRN SM,916074283,2025-12-22,3,3,,0,0,0,0,3,,,,,TCFGVHBJ,RDFGHVBN,Sukanya Manna,N,,,,, 
LIGHT,S0DVCTL-100W700-FG,DRIVER 100W DRV-C4-100W-700MA,916074269,2025-12-21,20,20,,0,0,,,20,,,,,,,,N,,,,,N
LIGHT,S0DVCTL-35W-700-FG,DRV-C4-35W-700-IH PACKED,916074269,2025-12-21,5,5,,0,0,,,5,,,,,,,,N,,,,,N
LIGHT,S0DVCTL-45W-700-FG,DRV-C4-45W-700-IH PACKED,916074269,2025-12-21,10,10,,0,0,,,10,,,,,,,,N,,,,,N
LIGHT,S0DVCTL-60W-700-FG,DRV-C4-60W-700-IH PACKED,916074269,2025-12-21,20,20,,0,0,,,20,,,,,,,,N,,,,,N
LIGHT,S0DVCTL-75W-700-FG,DRV-C4-75W-700-IH PACKED,916074269,2025-12-21,10,10,,0,0,,,10,,,,,,,,N,,,,,N
LIGHT,S0DVEXC4-100W-700,100W C4 DRIVER,916074269,2025-12-21,30,30,,0,0,,,30,,,,,,,,N,,,,,N
SDA,ACGEI-BRIO,1000W DRY ELECTRIC IRON,916074285,2025-12-22,2,2,,0,0,0,0,2,,,G00001,2026-01-02,251362,NAT AIRWAYS,D Manna,N,,,,,N
SDA,ACGEI-RD,"750W, AUTOMATIC DRY ELECTRIC IRON(CG-RD)",916074286,2025-12-22,2,2,,0,0,0,0,2,,,G00001,2026-01-02,251362,NAT AIRWAYS,D Manna,N,,,,,N
SDA,ACGM-AMEO-4JARS,750W 4 JARS MIXER GRINDER AMEO,916074286,2025-12-22,2,2,,0,0,0,0,2,,,G00001,2026-01-02,251362,NAT AIRWAYS,D Manna,N,,,,,N
SDA,ACGM-BOLTMIX,MG BOLTMIX 750W 3J,916074286,2025-12-22,2,2,,0,0,0,0,2,,,G00001,2026-01-02,251362,NAT AIRWAYS,D Manna,N,,,,,N
SDA,ACGM-NIGELLA500W3J,MG NIGELLA 500W 3J,916074286,2025-12-22,2,2,,0,0,0,0,2,,,G00001,2026-01-02,251362,NAT AIRWAYS,D Manna,N,,,,,N
SDA,S-AMEOBL4MTRASLY,MOTOR UNIT ASSEMBLY AMEO BLEND 400W,916074273,2025-12-21,1,1,,0,0,0,0,1,,,G00001,2026-01-02,251362,NAT AIRWAYS,D Manna,N,,,,,N
SDA,S-AMO4K2DSPCBCOM,DISPLAY PCB BOARD AMEO 4.2L,916074305,2025-12-23,1,1,,0,0,0,0,1,,,G00001,2026-01-02,251362,NAT AIRWAYS,D Manna,N,,,,,N
SDA,S-AMO4K2MNPCBCOM,MAIN PCB BOARD AMEO 4.2L,916074305,2025-12-23,1,1,,0,0,0,0,1,,,G00001,2026-01-02,251362,NAT AIRWAYS,D Manna,N,,,,,N
SDA,S-DROELT1KKNOB,DURO ELITE 1000W KNOB,916074305,2025-12-23,2,2,,0,0,0,0,2,,,G00001,2026-01-02,251362,NAT AIRWAYS,D Manna,N,,,,,N
LIGHT,S0DVEXC4-24W-700,C4 EXCELLITE DRIVER 24W,916074269,2025-12-21,4,4,,0,0,,,4,,,,,,,,N,,,,,N
LIGHT,S0DVEXC4-50W-700,50W C4 DRIVER,916074268,2025-12-21,30,30,,0,0,,,30,,,,,,,,N,,,,,N
